Ag�ncia Nacional de �guas - ANA
Superintend�ncia de Gest�o da Rede Hidrometeorol�gica-SGH
Sistema de Informa��es Hidrol�gicas - Vers�o WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluvi�metro, 2 = Pluvi�grafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restri��es da consulta:
C�digo da Esta��o:2346353


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2346353;1;01/04/1992;1;"26,9";"58,000004";26;12;1;1;1;"0,0";0;"7,4";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,3";"0,2";"0,0";"6,3";"0,0";"1,5";"0,0";"0,0";"0,0";"0,0";"0,0";"2,7";"2,5";"0,0";"0,0";"0,0";"0,0";"26,9";"0,0";"1,4";"0,0";"6,8";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1992;1;"125,9";"395,6";30;22;1;1;1;"0,0";0;"0,0";"5,8";"4,3";"0,0";"19,6";"1,5";"1,5";"0,0";"7,9";"43,4";"4,5";"27,2";"0,3";"0,0";"13,3";"0,0";"19,7";"10,4";"6,6";"26,5";"0,0";"0,0";"0,0";"3,2";"9,2";"3,6";"0,1";"0,9";"0,0";"125,9";"60,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1992;1;"39,5";"120,1";26;17;1;1;1;"0,0";0;"1,9";"0,0";"0,0";"0,0";"0,6";"12,1";"4,2";"4,0";"10,7";"9,2";"0,4";"0,0";"0,0";"0,0";"0,0";"1,1";"0,5";"0,5";"0,0";"16,6";"0,3";"2,4";"0,0";"0,0";"0,0";"39,5";"0,0";"15,2";"0,9";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2346353;1;01/01/1992;1;"59,1";"141,0";16;13;1;1;1;"0,0";0;"0,0";"6,7";"35,5";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"4,8";"0,0";"0,0";"0,6";"16,0";"2,3";"59,1";"1,5";"0,1";"0,0";"0,0";"0,0";"0,0";"1,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";"9,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1991;1;"35,6";"0,0";16;22;1;1;1;"0,0";0;"11,1";"5,3";"0,2";"0,0";"0,0";"17,2";"34,0";"1,4";"10,3";"18,2";"26,8";"0,7";"0,0";"0,0";"0,0";"35,6";"11,4";"1,7";"0,2";"26,0";"0,0";"0,0";"23,1";"0,9";"2,1";"0,0";"5,9";"14,2";"0,5";"0,0";"22,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1991;1;"11,9";"39,1";13;10;1;1;0;"0,0";0;"0,8";"6,3";"6,9";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"7,9";"0,0";"0,0";"11,9";"0,7";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"0,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1991;1;"62,7";"149,1";7;9;1;1;0;"0,0";0;"20,8";"0,0";"6,2";"0,0";"0,0";"33,5";"62,7";"1,2";"2,6";"9,0";"12,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1991;1;"36,2";"86,7";30;14;1;1;0;"0,0";0;"0,5";"3,1";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"0,0";"0,2";"0,2";"0,0";"0,0";"0,0";"0,0";"7,3";"12,8";"0,0";"0,0";"0,0";"5,6";"1,6";"14,0";"0,0";"0,1";"4,8";"36,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1991;1;"29,3";"61,1";9;9;1;1;0;"0,0";0;"0,0";"1,7";"0,5";"0,0";"0,1";"0,0";"3,7";"25,4";"29,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,1";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1991;1;"10,1";"22,2";13;8;1;1;0;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"8,7";"0,0";"10,1";"2,6";"0,2";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1991;1;"19,3";"66,4";25;12;1;1;0;"0,0";0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,5";"1,6";"0,4";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"13,5";"3,8";"8,4";"1,6";"19,3";"0,0";"0,0";"0,0";"3,0";"11,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1991;1;"22,2";"54,6";8;11;1;1;0;"0,0";0;"3,4";"0,0";"0,1";"0,0";"0,0";"4,9";"4,2";"22,2";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"6,9";"4,2";"0,0";"0,3";"0,0";"0,0";"0,0";"0,0";"7,8";"0,0";"0,0";"0,0";"0,5";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1991;1;"60,4";"152,7";25;15;1;1;0;"0,0";0;"5,4";"0,1";"0,0";"0,0";"13,3";"0,0";"0,0";"0,0";"3,1";"0,0";"0,0";"0,0";"0,0";"0,7";"0,0";"6,1";"11,4";"0,0";"17,0";"0,6";"0,0";"0,0";"0,1";"0,0";"60,4";"19,2";"14,6";"0,0";"0,1";"0,6";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1991;1;"103,2";"425,7";12;27;1;1;0;"0,0";0;"1,3";"2,4";"17,0";"1,7";"49,5";"8,2";"11,3";"11,0";"6,8";"21,8";"0,0";"103,2";"0,6";"2,6";"1,5";"0,0";"0,0";"0,0";"5,1";"63,5";"0,2";"14,0";"0,9";"0,4";"8,0";"22,1";"16,4";"29,2";"20,9";"4,6";"1,5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1991;1;"44,5";"255,3";19;15;1;1;0;"0,0";0;"3,9";"9,4";"6,8";"16,2";"36,8";"13,4";"2,8";"17,1";"16,7";"28,6";"0,0";"29,7";"11,5";"0,0";"0,0";"0,2";"0,0";"17,7";"44,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1991;1;"65,9";"281,8";16;14;1;1;0;"0,0";0;"0,0";"0,0";"2,5";"22,0";"29,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,9";"0,0";"0,0";"10,0";"65,9";"2,4";"6,3";"0,0";"0,0";"0,0";"0,0";"3,6";"0,0";"0,0";"27,4";"64,6";"33,5";"0,0";"2,8";"0,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1990;1;"48,0";"158,2";13;13;1;1;0;"1566,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,9";"0,6";"0,2";"12,8";"0,1";"48,0";"8,4";"22,7";"0,0";"0,1";"0,0";"0,0";"28,5";"0,0";"0,0";"0,0";"0,0";"0,0";"7,4";"0,0";"0,0";"8,9";"5,6";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1990;1;"41,6";"98,7";8;14;1;1;0;"1566,4";1;"0,0";"7,4";"0,0";"0,0";"8,2";"5,1";"0,0";"41,6";"3,4";"1,6";"0,0";"0,7";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"11,1";"8,4";"0,0";"4,7";"0,0";"4,3";"1,7";"0,0";"0,3";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1990;1;"24,2";"112,9";20;13;1;1;0;"1566,4";1;"3,5";"0,8";"0,0";"0,0";"19,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,8";"11,3";"0,0";"0,0";"12,8";"12,6";"3,0";"10,4";"24,2";"0,0";"0,5";"0,0";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1990;1;"33,6";"53,7";14;9;1;1;0;"1566,4";1;"0,0";"9,2";"0,0";"0,0";"0,7";"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,8";"33,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,4";"0,9";"0,8";"0,0";"0,0";"0,0";"0,8";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1990;1;"25,4";"40,0";20;15;1;1;0;"1566,4";1;"0,5";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"4,0";"0,6";"0,0";"25,4";"0,1";"0,1";"0,4";"0,3";"0,2";"0,0";"0,0";"6,3";"1,5";"0,0";"0,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1990;1;"23,5";"94,5";17;18;1;1;0;"1566,4";1;"0,0";"0,0";"0,0";"0,1";"10,3";"3,2";"0,0";"0,0";"0,1";"0,3";"2,7";"0,0";"0,0";"0,0";"0,0";"0,0";"23,5";"0,8";"4,1";"10,3";"0,8";"0,0";"7,0";"7,6";"6,5";"5,5";"1,8";"9,8";"0,0";"0,1";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1990;1;"19,7";"33,7";7;7;1;1;0;"1566,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"19,7";"0,0";"0,0";"0,0";"0,8";"0,0";"0,0";"0,0";"3,8";"0,0";"0,0";"0,0";"0,1";"0,0";"8,9";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"0,1";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1990;1;"16,6";"61,4";18;13;1;1;0;"1566,4";1;"12,7";"9,6";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"0,0";"0,1";"2,3";"4,7";"0,0";"0,1";"0,0";"6,8";"0,5";"16,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"0,3";"0,0";"0,6";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1990;1;"48,3";"77,9";19;11;1;1;0;"1566,4";1;"0,1";"0,0";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"3,3";"0,5";"0,0";"0,0";"48,3";"10,5";"1,9";"0,0";"0,0";"0,2";"0,0";"0,1";"0,0";"0,0";"0,0";"12,7";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1990;1;"73,5";"316,6";22;18;1;1;0;"1566,4";1;"7,9";"0,0";"41,0";"0,0";"0,0";"9,2";"4,6";"0,0";"23,6";"2,0";"47,6";"54,5";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"20,3";"5,9";"2,9";"73,5";"9,2";"8,8";"0,0";"0,0";"0,0";"0,0";"0,3";"4,9";"0,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/02/1990;1;"59,2";"134,4";16;11;1;1;0;"1566,4";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,7";"0,0";"3,6";"0,0";"36,2";"0,0";"0,0";"4,4";"1,4";"59,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,8";"8,1";"4,7";"1,3";"0,0";"1,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2346353;1;01/01/1990;1;"57,7";"384,4";23;22;1;1;0;"1566,4";1;"17,5";"32,6";"36,2";"1,2";"11,9";"13,0";"24,3";"27,8";"0,2";"15,3";"8,5";"10,9";"6,9";"0,1";"0,0";"57,0";"1,8";"0,0";"2,7";"0,5";"0,0";"32,6";"57,7";"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/12/1989;1;"48,2";"148,1";27;14;1;1;0;"1599,3";1;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,0";"0,3";"0,2";"0,3";"13,5";"5,1";"0,0";"0,0";"1,5";"25,7";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"48,2";"10,6";"5,8";"3,0";"19,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/11/1989;1;"18,4";"80,5";20;13;1;1;0;"1599,3";1;"0,4";"0,0";"0,0";"3,5";"0,0";"0,0";"0,0";"0,0";"0,0";"10,2";"0,0";"5,6";"9,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"18,4";"0,1";"10,2";"0,2";"1,1";"5,7";"0,0";"0,0";"14,9";"0,0";"0,3";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/10/1989;1;"41,3";"88,6";27;10;1;1;0;"1599,3";1;"0,2";"0,0";"0,0";"14,8";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"16,2";"0,0";"0,0";"0,0";"5,3";"0,0";"6,3";"0,0";"0,0";"0,0";"0,4";"0,0";"0,0";"0,0";"0,0";"41,3";"3,8";"0,0";"0,0";"0,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/09/1989;1;"29,2";"82,5";13;14;1;1;0;"1599,3";1;"0,8";"12,4";"0,0";"0,0";"0,0";"0,8";"0,0";"0,2";"0,5";"20,9";"0,0";"0,0";"29,2";"1,8";"0,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,1";"1,3";"3,4";"0,0";"0,5";"0,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/08/1989;1;"15,1";"24,8";26;10;1;1;0;"1599,3";1;"0,0";"0,0";"0,0";"0,1";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"1,5";"0,2";"0,0";"0,1";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"1,3";"3,6";"0,0";"0,0";"15,1";"0,0";"2,5";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/07/1989;1;"43,6";"209,7";28;14;1;1;0;"1599,3";1;"0,0";"0,0";"0,0";"0,2";"0,0";"3,9";"0,3";"1,4";"0,4";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"0,1";"16,8";"43,5";"43,6";"21,9";"34,4";"42,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/06/1989;1;"22,5";"43,4";12;9;1;1;0;"1599,3";1;"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,6";"0,0";"0,0";"4,3";"22,5";"0,0";"0,0";"0,0";"0,0";"4,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"8,3";"0,3";"0,0";"0,0";"0,2";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/05/1989;1;"24,5";"50,5";26;12;1;1;0;"1599,3";1;"0,0";"1,2";"0,0";"0,0";"2,2";"8,0";"2,0";"4,4";"0,8";"0,4";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"24,5";"0,6";"6,2";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2346353;1;01/04/1989;1;"44,8";"107,2";12;10;1;1;0;"1599,3";1;"2,4";"1,9";"5,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"44,8";"34,2";"5,0";"0,0";"0,0";"0,0";"0,0";"4,2";"5,4";"3,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2346353;1;01/03/1989;1;"32,5";"125,4";14;18;1;1;0;"1599,3";1;"3,3";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"3,2";"9,0";"2,5";"0,2";"0,0";"10,6";"32,5";"7,7";"7,7";"0,0";"12,7";"0,3";"0,3";"0,0";"0,0";"0,4";"14,1";"0,0";"13,4";"6,9";"0,4";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
